jobsearch,yrwish,wishhr,wishsalary,jobgradu,liveexp,schooltype,majorcate,age,intern,toeic,tosp,train,jobseek,cert,midJobCate
2,2,0,0,2,1,1,1,23,0,0,0,0,1,0,20
1,2,3,2400,2,-1,1,1,21,0,0,0,240,1,0,0
2,2,0,0,2,3,1,1,21,0,800,0,0,0,1,9
2,2,0,0,2,1,1,1,25,0,0,0,0,0,0,18
2,2,0,0,2,1,1,1,21,0,0,0,0,1,1,23
2,2,0,0,2,1,1,1,25,0,0,0,0,0,1,2
2,2,0,0,1,1,1,1,24,0,0,0,8,1,2,2
2,2,0,0,2,1,1,1,26,0,0,0,0,0,2,24
2,2,0,0,1,1,1,2,25,0,0,0,0,0,0,23
2,2,0,0,2,1,1,2,21,0,0,0,8,0,3,23
2,2,0,0,2,1,1,2,25,0,0,0,0,0,0,2
2,2,0,0,2,1,1,2,22,0,0,0,0,1,0,18
2,2,0,0,2,1,1,2,25,0,0,0,0,0,0,2
2,2,0,0,2,1,1,2,22,0,0,0,0,0,0,23
2,2,0,0,1,1,1,2,22,0,0,0,0,0,4,2
2,2,0,0,2,1,1,3,22,1,750,3,8,1,1,23
2,2,2,1800,1,-1,1,3,23,0,960,0,0,0,0,0
2,2,0,0,1,-1,1,3,22,0,0,0,0,1,1,0
2,2,0,0,2,1,1,3,23,0,810,0,0,1,1,9
2,2,0,0,1,-1,1,4,26,0,650,0,0,0,0,0
2,2,0,0,1,1,1,5,24,0,0,0,0,0,3,18
2,2,2,2500,2,-1,1,5,21,0,0,0,0,0,0,0
2,2,0,0,1,1,1,5,21,0,0,0,0,1,0,15
2,2,3,3000,1,-1,1,5,24,0,0,0,0,0,0,0
2,2,0,0,1,1,1,5,23,0,0,0,30,0,1,2
1,1,2,2400,1,-1,1,5,25,0,0,0,0,1,1,0
2,2,0,0,2,-1,1,5,24,0,0,0,4,1,0,0
2,1,2,2900,1,-1,1,5,26,0,0,0,0,0,0,0
2,2,0,0,1,1,1,6,23,0,0,0,0,0,1,23
2,2,0,0,2,1,1,6,25,0,0,0,24,0,1,23
2,2,0,0,2,1,1,6,22,1,700,0,0,0,2,23
2,2,0,0,1,1,1,7,21,0,0,0,0,1,1,2
2,2,0,0,1,-1,1,7,22,0,0,0,100,1,2,0
2,2,0,0,1,1,1,7,25,0,0,0,0,0,0,23
2,2,0,0,2,1,1,7,36,0,0,0,0,0,2,12
2,2,0,0,2,1,1,7,22,0,0,0,0,0,6,2
1,1,2,2600,1,-1,1,7,23,0,0,0,0,0,1,0
1,1,2,2400,2,-1,1,8,21,0,0,0,0,0,0,0
2,2,0,0,2,1,1,8,26,0,0,0,0,0,1,9
2,1,1,2000,2,-1,1,8,24,0,0,0,0,1,1,0
2,2,0,0,2,1,1,8,54,0,0,0,0,0,0,23
2,2,0,0,1,1,1,9,22,0,0,0,0,1,1,23
2,2,0,0,2,1,1,9,52,0,0,0,200,0,0,28
2,2,0,0,2,1,1,9,33,0,0,0,0,0,5,2
2,2,0,0,2,1,1,9,23,0,0,0,0,1,1,3
2,2,0,0,2,1,1,10,24,0,600,0,0,1,0,2
2,2,0,0,2,1,1,10,23,0,0,0,0,0,1,2
2,2,0,0,2,1,1,10,23,0,0,0,0,0,0,19
2,2,0,0,2,1,1,10,28,0,0,0,0,0,1,2
2,2,0,0,1,1,1,10,22,0,0,0,0,0,0,2
2,2,0,0,1,1,1,10,24,0,0,0,240,1,5,19
2,2,0,0,2,1,1,10,26,0,0,0,0,0,1,2
2,2,0,0,1,1,1,10,25,0,0,0,0,1,0,19
2,2,0,0,2,1,1,10,24,0,0,0,0,1,0,7
2,2,0,0,2,3,1,10,23,0,0,0,0,0,0,19
2,2,0,0,2,1,1,10,27,0,0,0,0,0,0,13
2,2,0,0,2,1,1,10,25,0,0,0,0,0,1,2
2,2,0,0,1,1,1,10,25,0,0,0,0,0,0,24
2,2,0,0,2,1,1,10,24,0,0,0,0,0,0,2
1,1,2,3000,1,-1,1,10,23,0,0,0,0,1,0,0
1,1,2,3500,1,-1,1,10,25,0,780,0,0,1,1,0
2,2,0,0,1,1,1,10,28,0,0,0,0,0,0,32
2,2,0,0,2,1,1,10,24,0,0,0,0,0,0,19
2,2,0,0,2,1,1,10,45,0,0,0,4,0,2,21
2,2,0,0,1,-1,1,10,24,0,0,0,8,1,3,0
2,2,0,0,2,1,1,11,24,0,0,0,0,1,1,23
2,2,0,0,2,1,1,11,25,0,0,0,0,1,1,23
2,2,0,0,1,1,1,11,23,0,0,0,0,1,0,2
2,2,3,5000,2,-1,1,11,25,0,730,3,0,0,0,0
2,2,0,0,1,1,1,11,24,0,300,0,30,1,1,19
2,2,0,0,1,-1,1,11,21,0,0,0,0,0,0,0
2,2,0,0,1,1,1,11,23,0,0,0,0,0,0,2
2,2,0,0,1,1,1,11,25,0,0,0,20,0,2,11
1,1,2,2200,1,-1,1,12,22,0,720,0,0,0,5,0
2,2,0,0,1,-1,1,12,21,0,0,0,0,1,1,0
1,2,2,2400,1,-1,1,12,23,0,0,0,0,0,3,0
2,2,0,0,2,-1,1,12,28,0,0,0,0,0,0,0
2,2,0,0,2,1,1,12,22,0,0,0,0,0,0,2
2,2,0,0,2,-1,1,12,25,0,0,0,0,1,0,0
2,2,0,0,2,1,1,12,22,0,0,0,0,1,0,2
2,2,0,0,1,-1,1,12,24,0,0,0,0,0,1,0
2,2,0,0,2,1,1,12,24,0,0,0,0,0,0,23
1,1,2,3500,2,-1,1,12,25,0,0,0,0,0,1,0
2,1,2,2500,1,-1,1,12,24,0,0,0,0,1,6,0
2,2,0,0,2,1,1,12,22,1,0,0,0,1,1,2
2,2,0,0,2,1,1,13,23,0,0,0,0,1,0,2
2,2,0,0,1,1,1,13,25,0,0,0,0,0,0,2
2,2,0,0,2,1,1,14,24,0,0,0,40,0,0,2
2,2,0,0,2,1,1,14,23,0,0,0,0,0,1,2
2,2,0,0,2,1,1,14,24,0,0,0,0,0,0,24
2,2,0,0,2,1,1,14,24,0,0,0,0,0,1,15
2,2,0,0,1,1,1,14,25,0,0,0,0,1,1,30
1,1,2,2900,2,-1,1,14,24,0,0,0,0,0,0,0
2,2,0,0,2,1,1,15,21,0,0,0,0,0,2,23
2,1,1,2200,2,-1,1,15,53,0,0,0,0,0,1,0
2,2,0,0,2,1,1,15,23,0,0,0,0,1,1,11
2,2,0,0,2,1,1,15,23,0,0,0,20,1,1,11
2,2,0,0,1,1,1,15,24,0,0,0,0,1,0,19
2,2,0,0,2,-1,1,15,67,0,0,0,0,1,2,0
2,2,0,0,1,1,1,15,24,0,0,0,0,1,3,11
2,2,0,0,1,1,1,15,24,0,0,0,0,0,1,11
2,2,0,0,2,1,1,15,44,0,0,0,0,0,2,11
2,2,0,0,2,1,1,15,23,0,0,0,0,0,0,23
2,2,0,0,1,1,1,15,24,0,0,0,0,0,1,11
2,2,0,0,2,1,1,15,21,0,0,0,0,1,3,11
2,2,0,0,1,1,1,15,66,0,0,0,120,0,2,2
2,2,0,0,2,1,1,15,54,0,0,0,0,0,2,2
2,2,0,0,2,1,1,15,55,0,0,0,0,0,1,21
2,1,3,1800,2,-1,1,15,54,0,0,0,0,0,0,0
2,2,0,0,2,1,1,15,44,0,0,0,0,0,2,14
2,2,0,0,2,1,1,15,48,0,0,0,0,0,1,2
2,2,0,0,2,1,1,15,56,0,0,0,0,1,1,11
2,2,0,0,2,1,1,15,21,0,0,0,0,0,3,22
2,2,0,0,2,1,1,15,22,0,0,0,4,1,3,11
2,2,0,0,2,1,1,15,46,0,0,0,0,0,1,23
2,2,0,0,1,1,1,15,26,0,0,0,20,1,2,19
2,2,0,0,1,-1,1,15,21,0,0,0,0,0,0,0
2,2,0,0,2,1,1,15,24,0,0,0,0,0,3,2
2,2,0,0,2,1,1,15,40,0,0,0,0,0,2,11
2,2,0,0,2,1,1,15,44,0,0,0,0,0,2,14
2,2,0,0,2,1,1,15,58,0,0,0,0,0,2,21
2,2,0,0,2,1,1,15,56,0,0,0,0,0,3,19
2,2,0,0,2,1,1,15,21,0,0,0,2,0,2,9
2,2,0,0,2,1,1,15,50,0,0,0,0,0,1,3
2,2,0,0,1,1,1,16,22,0,0,0,0,1,0,2
2,2,0,0,1,1,1,16,23,0,0,0,0,1,1,18
2,2,0,0,1,1,1,16,22,1,760,0,0,1,0,2
2,2,0,0,2,1,1,17,21,1,0,0,0,1,5,6
2,2,2,3000,2,-1,1,17,24,0,0,0,0,0,0,0
2,2,0,0,1,1,1,17,25,0,0,0,600,1,0,15
2,2,0,0,1,-1,1,17,26,0,0,0,0,0,0,0
2,2,0,0,1,1,1,17,23,0,0,0,0,1,0,15
2,2,0,0,2,1,1,18,22,0,0,0,0,0,2,30
2,2,0,0,2,-1,1,18,57,0,0,0,0,0,1,0
2,2,0,0,2,1,1,18,24,0,0,0,0,0,0,23
2,2,0,0,1,1,1,18,25,0,0,0,0,0,1,2
2,2,0,0,2,1,1,18,22,0,0,0,0,1,0,13
2,2,0,0,1,1,1,18,23,0,0,0,0,0,2,2
2,2,0,0,2,1,1,18,25,0,0,0,0,0,0,34
2,2,0,0,2,-1,1,19,58,0,0,0,0,0,3,0
2,2,0,0,2,1,1,19,33,0,0,0,0,0,2,3
2,2,0,0,2,1,1,19,61,0,0,0,8,0,4,21
2,2,0,0,1,1,1,20,25,0,0,0,0,0,2,2
1,2,2,2280,2,-1,1,20,22,0,0,0,0,1,2,0
2,2,0,0,1,3,1,20,24,0,0,0,3,1,2,9
2,2,0,0,2,1,1,20,22,0,0,0,0,0,1,9
1,1,2,2200,2,-1,1,20,22,0,0,0,0,0,1,0
2,2,0,0,2,1,1,20,22,0,0,0,0,1,2,11
2,2,0,0,1,1,1,20,26,0,0,0,0,0,1,9
2,1,2,3000,2,-1,1,20,24,0,700,0,0,0,2,0
2,2,0,0,1,1,1,20,21,0,0,0,10,1,3,11
1,1,2,2400,1,-1,1,20,23,0,0,0,0,0,3,0
2,1,2,3500,1,-1,1,20,22,0,0,0,0,0,1,0
2,2,0,0,1,1,1,20,22,0,0,0,0,0,1,9
2,1,2,3600,1,-1,1,20,22,0,0,0,0,0,1,0
2,2,0,0,1,1,1,20,23,0,0,0,6,1,1,11
2,2,0,0,1,1,1,20,53,0,0,0,0,0,2,2
1,1,2,2400,1,-1,1,20,24,0,0,0,5,1,2,0
2,2,0,0,2,3,1,20,23,0,0,0,0,0,3,19
2,2,0,0,2,1,1,20,50,0,0,0,80,0,2,1
2,2,0,0,2,1,1,20,23,0,0,0,2,0,2,11
2,2,0,0,1,1,1,20,23,0,0,0,0,0,2,19
2,2,0,0,1,1,1,21,22,0,0,0,0,0,2,11
2,2,0,0,1,1,1,21,26,0,0,0,0,0,1,27
2,2,0,0,2,1,1,21,23,0,0,0,60,1,2,11
2,2,0,0,2,1,1,21,23,0,350,0,0,0,3,11
2,2,0,0,1,1,1,21,23,0,0,0,0,0,2,9
2,2,0,0,2,1,1,22,30,0,0,0,0,1,0,7
2,2,0,0,2,1,1,22,22,1,500,0,0,1,1,8
2,2,0,0,2,1,1,22,48,0,0,0,0,0,1,26
2,2,0,0,2,1,1,23,25,0,0,0,0,1,3,7
2,2,0,0,1,-1,1,23,25,0,0,0,0,0,0,0
2,2,0,0,2,-1,1,23,24,0,0,0,0,0,0,0
2,2,2,3000,1,-1,1,23,23,0,850,0,0,0,0,0
2,1,2,2400,1,-1,1,23,23,0,0,0,0,0,0,0
2,2,0,0,2,1,1,23,24,1,990,0,0,0,2,15
2,2,0,0,2,1,1,23,24,0,0,0,0,0,1,23
2,2,0,0,2,1,1,23,46,0,0,0,0,0,1,8
2,2,0,0,2,1,1,23,25,0,0,0,0,1,0,2
2,2,2,3000,2,-1,1,23,21,0,450,0,0,0,0,0
2,2,0,0,1,1,1,23,26,0,0,0,0,0,0,23
2,1,1,3200,2,-1,1,24,27,0,0,0,0,1,0,0
2,1,2,2500,1,-1,1,24,25,0,0,0,0,0,0,0
1,1,2,2300,2,-1,1,24,21,0,0,0,0,0,3,0
2,2,0,0,2,1,1,24,27,0,0,0,0,0,0,8
2,2,0,0,2,1,1,24,25,0,0,0,0,1,0,7
2,2,0,0,2,1,1,24,24,0,0,0,0,0,0,8
2,2,0,0,1,1,1,24,24,0,0,0,0,1,0,14
2,2,0,0,2,1,1,24,22,0,0,0,0,0,1,7
2,2,0,0,1,1,1,24,28,0,0,0,0,1,0,25
1,2,2,1800,2,-1,1,24,26,0,0,0,0,0,1,0
2,2,0,0,1,1,1,24,21,0,0,0,0,0,0,19
2,2,0,0,2,1,1,24,60,0,0,0,0,0,3,35
2,2,0,0,2,1,1,25,26,0,0,0,0,0,0,15
2,1,2,3200,2,-1,1,25,26,0,0,0,0,0,0,0
2,2,0,0,2,1,1,25,27,0,0,0,32,1,1,20
2,2,0,0,2,1,1,25,32,0,0,0,0,0,0,2
2,2,0,0,1,-1,1,25,23,0,0,0,0,0,5,0
1,1,2,2500,1,-1,1,26,25,0,0,0,0,1,0,0
2,2,0,0,1,3,1,26,23,0,0,0,0,0,0,19
2,2,0,0,2,1,1,26,26,0,0,0,0,1,1,2
2,2,0,0,1,1,1,26,24,0,0,0,0,0,0,23
2,2,0,0,1,1,1,26,24,0,0,0,0,1,1,7
1,1,2,2200,1,-1,1,26,25,0,0,0,0,0,0,0
2,2,0,0,2,1,1,26,23,0,512,0,0,1,0,2
2,2,0,0,2,1,1,26,25,0,0,0,0,1,3,8
2,2,0,0,2,1,1,26,47,0,0,0,0,0,1,35
2,2,0,0,2,1,1,26,50,0,0,0,16,0,2,7
2,2,0,0,2,1,1,26,30,0,0,0,0,0,1,7
2,1,2,3800,2,-1,1,27,24,0,615,0,0,1,1,0
1,1,2,3500,1,-1,1,27,24,0,0,0,0,0,1,0
2,2,0,0,2,-1,1,27,22,0,0,0,0,1,2,0
2,2,0,0,2,1,1,27,24,0,0,0,0,0,0,7
2,1,2,2300,2,-1,1,27,22,0,0,0,0,0,1,0
2,1,2,2400,1,-1,1,27,24,0,0,0,0,1,2,0
2,2,0,0,2,1,1,28,24,0,0,0,0,0,0,26
2,2,0,0,1,1,1,28,24,0,745,0,100,0,1,26
2,2,0,0,1,1,1,28,24,0,0,0,0,0,0,19
1,1,2,2400,2,-1,1,28,25,0,740,0,379,1,2,0
1,1,3,3000,1,-1,1,28,24,0,730,0,0,0,1,0
2,2,0,0,1,1,1,28,23,0,0,0,0,0,0,24
2,2,0,0,2,1,1,28,24,0,0,0,3,1,1,29
2,2,0,0,2,1,1,28,22,0,480,0,200,0,1,13
2,2,0,0,2,1,1,28,22,0,0,0,0,1,2,13
2,2,0,0,1,1,1,28,24,0,0,0,0,0,0,26
2,2,0,0,2,1,1,28,22,0,650,0,0,0,4,13
2,2,0,0,2,1,1,29,24,0,0,0,0,0,0,8
2,2,0,0,1,1,1,29,26,0,0,0,0,0,1,25
2,2,2,5000,1,-1,1,29,22,0,0,0,0,0,0,0
2,2,0,0,1,1,1,29,26,0,0,0,16,1,3,8
2,1,2,3200,2,-1,1,29,24,0,0,0,5,0,1,0
2,2,0,0,2,1,1,29,25,1,0,0,0,0,0,28
2,1,2,2000,1,-1,1,29,24,0,0,0,701,1,0,0
2,2,0,0,2,1,1,29,24,0,0,0,160,0,0,28
1,2,2,3200,1,-1,1,30,21,0,0,0,0,1,6,0
2,2,2,3600,2,-1,1,30,24,0,0,0,0,0,1,0
2,2,0,0,1,1,1,30,24,0,0,0,0,0,2,2
1,1,2,2600,1,-1,1,30,24,0,0,0,0,0,0,0
2,1,2,2800,2,-1,1,30,23,0,0,0,0,1,3,0
2,2,0,0,2,1,1,30,22,0,0,0,10,1,0,8
2,2,0,0,2,1,1,30,21,0,0,0,0,0,0,13
2,2,0,0,2,1,1,30,28,0,0,0,0,0,1,8
2,2,0,0,2,1,1,30,26,0,0,0,0,0,0,23
2,2,0,0,2,1,1,30,24,0,0,0,0,0,1,26
2,2,0,0,2,1,1,30,29,0,0,0,0,0,1,8
2,2,0,0,2,1,1,30,24,0,790,0,0,0,0,8
2,2,0,0,2,1,1,30,37,0,0,0,0,0,0,2
2,2,0,0,2,1,1,30,46,0,0,0,0,0,0,2
2,2,0,0,2,1,1,30,24,0,0,0,0,0,1,26
2,2,0,0,2,1,1,30,25,0,0,0,0,0,4,26
2,2,0,0,2,1,1,30,25,0,0,0,0,1,1,24
2,2,0,0,2,1,1,30,25,1,0,0,80,1,1,8
2,2,0,0,2,1,1,30,25,0,550,0,24,1,2,8
2,2,0,0,2,1,1,30,26,0,0,0,0,0,1,28
1,1,3,4000,1,-1,1,30,24,0,0,0,4,1,3,0
2,2,0,0,2,1,1,30,26,0,0,0,0,1,1,26
2,2,0,0,2,1,1,31,24,0,0,0,0,0,0,27
2,2,0,0,1,-1,1,31,24,0,0,0,0,1,3,0
2,2,0,0,2,1,1,31,24,0,0,0,0,1,10,8
2,2,0,0,2,1,1,31,25,0,0,0,0,1,3,26
2,2,0,0,2,1,1,31,26,1,0,0,0,1,1,26
2,2,0,0,2,1,1,31,25,0,0,0,0,0,2,26
2,2,0,0,2,1,1,31,25,1,0,0,0,1,3,27
2,2,0,0,2,-1,1,31,29,0,0,0,5,1,10,0
2,1,1,3000,1,-1,1,31,23,0,0,0,0,0,5,0
2,2,0,0,2,1,1,31,24,0,0,0,0,1,3,19
2,2,0,0,1,-1,1,31,28,0,0,4,8,1,5,0
2,2,0,0,2,1,1,32,24,0,0,0,0,0,0,23
2,2,0,0,2,1,1,32,26,0,0,0,0,0,1,8
2,2,0,0,1,1,1,32,44,0,0,0,0,0,0,26
2,2,0,0,1,1,1,32,24,0,0,0,0,0,1,23
2,2,0,0,2,1,1,32,26,0,0,0,0,0,2,26
2,2,0,0,2,1,1,32,25,0,0,0,0,0,0,30
2,2,0,0,1,-1,1,32,24,0,0,0,0,0,1,0
2,2,0,0,2,1,1,32,26,0,0,0,72,1,2,26
2,2,0,0,1,1,1,32,25,0,0,0,0,0,0,26
2,2,0,0,1,1,1,32,25,0,0,0,0,0,2,8
2,2,0,0,2,1,1,32,25,0,0,0,0,0,1,26
2,2,0,0,1,1,1,32,25,0,0,0,8,0,4,26
2,2,0,0,2,1,1,33,28,0,0,0,0,0,1,28
1,1,2,3000,1,-1,1,33,24,0,770,0,0,0,1,0
2,2,0,0,1,1,1,33,24,0,0,0,0,0,0,28
2,2,0,0,2,1,1,33,25,0,0,0,0,0,1,23
2,2,0,0,1,1,1,33,24,0,0,0,0,0,0,6
2,2,0,0,2,1,1,33,25,0,0,0,0,0,0,8
2,2,0,0,2,1,1,33,23,0,450,0,0,1,0,19
2,2,0,0,1,1,1,33,29,0,0,0,0,0,0,3
2,2,0,0,2,1,1,33,26,0,0,0,0,0,0,28
2,2,0,0,2,1,1,33,23,0,0,0,0,0,0,30
2,1,2,3000,2,-1,1,33,27,0,0,0,0,0,1,0
2,1,3,3500,2,-1,1,33,25,0,0,0,0,1,4,0
2,2,0,0,2,1,1,33,23,0,0,0,0,0,1,26
2,2,0,0,1,1,1,33,25,1,0,0,0,1,8,27
2,2,0,0,2,1,1,34,27,0,0,0,0,0,1,6
2,2,0,0,2,1,1,34,24,0,0,0,0,1,0,6
2,2,0,0,2,1,1,34,22,0,0,0,0,0,3,2
2,2,0,0,2,1,1,34,24,0,0,0,0,0,0,26
2,2,0,0,2,1,1,34,22,1,0,0,8,1,0,28
2,2,0,0,2,1,1,34,24,0,0,0,0,0,1,24
2,2,0,0,1,1,1,34,25,0,0,0,100,1,3,2
2,2,0,0,2,1,1,34,26,1,790,0,40,1,3,28
2,1,2,2800,1,-1,1,34,23,0,0,0,0,0,0,0
1,1,2,2400,2,-1,1,34,23,0,0,0,3,1,1,0
2,2,0,0,2,1,1,34,24,0,0,0,400,1,3,2
2,2,0,0,1,1,1,34,25,0,550,0,0,1,3,2
1,1,3,2200,1,-1,1,35,26,0,0,0,464,1,0,0
2,2,0,0,2,1,1,35,26,0,0,0,0,1,0,6
2,2,0,0,2,1,1,35,25,0,0,0,0,1,0,28
2,2,0,0,2,1,1,35,25,0,0,0,100,1,1,26
2,2,0,0,2,1,1,35,24,0,0,0,1,0,1,20
2,1,2,3000,2,-1,1,35,22,0,0,0,0,0,1,0
2,2,0,0,1,-1,1,35,25,0,0,0,0,0,2,0
2,2,0,0,2,1,1,36,23,0,557,0,0,0,1,14
2,2,0,0,2,1,1,36,43,0,0,0,0,0,1,23
2,2,0,0,2,1,1,36,25,0,0,0,0,0,0,26
2,2,0,0,2,1,1,36,26,0,0,0,2,0,1,30
2,2,0,0,2,1,1,36,24,1,0,0,0,0,0,2
2,2,0,0,1,1,1,37,25,0,0,0,0,0,2,19
2,2,0,0,2,1,1,37,25,0,0,0,0,0,2,6
2,2,0,0,2,1,1,37,25,0,0,0,0,0,0,26
2,2,0,0,1,1,1,37,26,0,0,0,2,0,2,26
1,1,1,2600,1,-1,1,37,26,0,0,0,0,0,0,0
2,2,0,0,2,1,1,37,26,1,0,0,0,1,1,23
2,2,0,0,2,1,1,37,24,0,0,0,0,0,0,27
1,1,2,2300,1,-1,1,38,22,0,0,0,0,0,1,0
1,1,3,2400,1,-1,1,38,23,0,0,0,0,0,0,0
2,2,0,0,1,1,1,38,25,0,0,0,0,0,1,2
2,2,0,0,1,1,1,38,24,0,0,0,40,1,2,15
2,2,0,0,2,1,1,38,22,0,0,0,0,0,2,23
2,2,0,0,2,1,1,39,26,0,0,0,0,0,3,30
2,2,0,0,2,1,1,39,25,1,710,0,0,0,2,30
2,2,0,0,2,1,1,39,27,1,0,0,300,1,1,8
2,2,0,0,1,1,1,40,22,0,0,0,0,0,10,2
2,2,0,0,1,-1,1,40,26,0,0,0,0,1,3,0
2,2,0,0,2,1,1,40,27,0,0,0,80,0,1,6
2,2,0,0,2,1,1,40,21,0,430,0,0,0,0,11
2,2,0,0,2,1,1,40,28,0,0,0,0,0,1,23
2,2,0,0,2,1,1,40,21,0,0,0,0,1,1,6
2,2,0,0,2,1,1,40,26,0,0,0,400,1,0,19
2,2,0,0,2,1,1,40,24,1,850,4,0,1,2,6
2,2,0,0,2,1,1,40,24,0,800,0,0,1,0,2
2,2,0,0,1,1,1,40,25,0,0,0,0,0,2,25
2,2,0,0,1,1,1,41,24,0,0,0,0,1,1,2
2,2,0,0,2,1,1,41,22,0,0,0,0,0,1,6
2,2,0,0,2,1,1,41,25,0,0,0,60,1,1,6
2,2,0,0,2,3,1,41,25,0,0,0,32,1,0,20
2,2,0,0,2,4,1,41,26,0,0,0,48,1,1,6
1,1,2,2200,1,-1,1,41,24,0,0,0,0,1,1,0
2,2,0,0,1,1,1,41,22,0,0,0,0,1,0,2
2,2,0,0,2,1,1,41,25,0,0,0,0,0,0,6
2,2,0,0,2,1,1,41,23,0,0,0,0,0,0,6
2,1,2,2300,1,-1,1,41,24,0,0,0,0,1,0,0
2,2,0,0,2,1,1,41,26,0,0,0,0,0,0,23
2,1,2,3000,2,-1,1,41,22,0,0,0,0,0,0,0
2,2,0,0,2,3,1,41,21,0,0,0,0,0,0,15
2,2,0,0,1,3,1,41,23,1,0,0,0,0,0,16
2,2,0,0,1,-1,1,41,21,0,0,0,0,1,0,0
2,2,0,0,1,-1,1,42,24,0,0,0,8,1,0,0
2,2,0,0,1,-1,1,42,22,0,0,0,0,1,0,0
2,2,0,0,2,1,1,42,27,0,0,0,0,0,2,6
2,2,0,0,1,-1,1,42,23,0,0,0,0,1,1,0
2,2,0,0,2,1,1,42,24,0,0,0,0,0,0,20
2,2,0,0,1,1,1,42,39,0,0,0,0,0,1,8
2,2,0,0,2,1,1,42,23,0,700,0,0,0,0,23
2,1,2,3200,2,-1,1,42,23,0,700,0,0,0,2,0
2,2,0,0,2,1,1,42,24,0,0,0,0,0,0,26
2,2,0,0,2,1,1,42,27,0,0,0,590,0,2,6
2,1,2,2500,2,-1,1,42,28,0,0,0,0,0,0,0
2,2,0,0,2,1,1,42,23,0,0,0,0,1,0,28
2,2,0,0,2,1,1,42,22,0,0,0,0,0,0,8
2,2,0,0,2,1,1,42,21,0,0,0,32,0,0,3
2,2,0,0,2,3,1,42,22,0,0,0,0,1,0,25
2,2,0,0,2,1,1,42,21,0,0,0,0,1,2,2
2,2,0,0,1,1,1,42,25,0,0,0,0,0,0,28
2,2,0,0,1,1,1,42,25,0,0,0,0,0,0,6
2,2,0,0,2,1,1,42,24,0,0,0,0,0,2,26
2,2,0,0,2,1,1,42,25,0,0,0,160,1,0,8
2,2,0,0,2,1,1,42,26,0,0,0,80,1,1,6
2,2,0,0,2,1,1,42,24,0,0,0,0,0,0,28
2,2,0,0,2,1,1,42,24,0,0,0,0,0,1,2
2,2,0,0,2,1,1,42,25,0,0,0,0,0,0,23
2,2,0,0,1,-1,1,42,24,0,0,0,0,0,0,0
2,2,0,0,2,1,1,42,22,0,0,0,0,0,1,8
2,2,0,0,1,1,1,42,24,0,0,0,0,0,0,2
2,2,0,0,1,1,1,43,26,0,0,0,0,1,1,2
2,2,0,0,1,-1,1,43,22,0,0,0,0,0,0,0
2,2,0,0,2,1,1,43,25,1,0,0,0,0,0,6
2,2,0,0,2,1,1,43,25,0,0,0,0,0,0,2
2,2,0,0,2,1,1,44,27,1,0,0,0,0,0,8
2,2,0,0,1,1,1,44,24,0,0,0,24,0,0,30
2,2,0,0,2,1,1,44,22,0,0,0,0,0,0,13
2,2,0,0,2,-1,1,44,23,0,0,0,0,1,0,0
2,2,0,0,2,1,1,44,27,1,0,0,40,1,1,8
2,1,2,3600,2,-1,1,44,23,0,0,0,0,0,4,0
2,2,0,0,2,1,1,44,24,0,0,0,40,0,2,8
2,2,0,0,2,-1,1,45,26,0,0,0,2,0,3,0
2,2,0,0,2,1,1,45,25,0,0,0,0,0,0,18
2,2,0,0,2,1,1,45,25,0,630,0,0,1,0,23
2,2,0,0,2,1,1,45,25,0,0,0,0,1,2,26
2,2,0,0,2,1,1,45,31,0,0,0,0,0,0,2
2,2,2,3000,2,-1,1,45,26,0,0,0,0,0,2,0
2,2,0,0,1,-1,1,45,27,0,0,0,0,1,1,0
2,2,0,0,2,1,1,45,26,0,0,0,0,0,2,26
2,2,0,0,2,1,1,45,25,0,0,0,0,1,1,8
2,2,0,0,2,1,1,45,26,0,0,0,0,0,1,28
2,2,0,0,2,1,1,45,26,0,0,0,0,0,1,26
2,2,0,0,1,-1,1,45,25,0,0,0,0,1,3,0
2,2,0,0,2,1,1,46,26,0,0,0,160,0,1,8
2,2,0,0,2,1,1,46,22,0,0,0,0,0,2,34
2,2,0,0,1,1,1,46,27,0,0,0,0,0,0,2
2,2,0,0,1,1,1,46,22,0,0,0,0,0,0,23
2,2,0,0,2,1,1,46,23,0,0,0,0,0,0,25
2,2,0,0,2,1,1,46,26,0,0,0,50,1,1,12
2,2,0,0,2,1,1,46,24,0,0,0,0,0,2,26
2,2,0,0,1,1,1,46,24,0,0,0,0,0,0,18
2,2,0,0,2,1,1,46,22,1,0,0,0,1,1,2
2,2,0,0,2,1,1,47,27,0,0,0,0,1,4,3
2,2,0,0,2,1,1,47,53,0,0,0,100,0,1,35
2,2,0,0,2,1,1,47,22,0,0,0,0,0,1,2
2,2,0,0,2,1,1,47,39,0,0,0,0,1,8,35
2,2,0,0,2,1,1,47,26,0,0,0,210,0,0,35
2,2,0,0,2,1,1,47,32,0,0,0,0,0,2,35
2,2,0,0,2,1,1,47,29,0,0,0,0,0,0,35
2,2,0,0,2,1,1,48,23,0,0,0,0,0,1,19
2,2,0,0,1,-1,1,48,23,0,0,0,0,0,1,0
2,2,0,0,2,1,1,48,39,0,0,0,3,0,4,35
2,2,0,0,2,-1,1,48,38,0,0,0,0,0,0,0
2,2,0,0,2,1,1,48,71,0,0,0,0,0,0,21
2,2,0,0,2,1,1,48,22,0,200,0,450,0,0,2
