jobsearch,yrwish,wishhr,wishsalary,jobgradu,liveexp,schooltype,majorcate,age,intern,toeic,tosp,train,jobseek,cert,midJobCate
2,2,0,0,2,1,1,56,24,0,720,0,9,1,1,14
2,2,0,0,2,1,1,56,24,0,0,0,8,0,1,14
2,2,0,0,2,1,1,56,30,0,0,0,0,0,2,2
2,2,0,0,1,1,1,56,37,0,0,0,40,0,2,14
2,2,0,0,2,1,1,56,23,0,720,0,80,1,1,14
2,2,0,0,1,1,1,57,24,0,0,0,0,0,2,14
2,2,0,0,2,1,1,57,22,0,0,0,8,1,1,14
2,2,0,0,2,1,1,57,23,0,0,0,0,1,1,14
2,2,0,0,1,-1,1,57,22,0,545,0,8,1,1,0
2,2,0,0,2,1,1,57,24,0,0,0,0,0,7,2
2,2,0,0,1,-1,1,57,22,0,0,0,320,1,8,0
2,2,0,0,2,1,1,57,23,0,0,0,0,0,1,14
2,2,0,0,1,1,1,57,23,0,0,0,0,0,1,14
2,2,0,0,2,1,1,57,22,0,0,0,0,1,1,14
2,2,0,0,2,1,1,57,27,0,0,0,0,0,1,14
2,2,0,0,1,1,1,57,22,0,355,0,0,1,0,2
2,1,2,3000,2,-1,1,57,23,0,0,0,0,0,1,0
2,2,0,0,2,1,1,57,24,0,0,0,0,0,3,14
2,2,0,0,2,1,1,57,23,0,0,0,0,0,1,14
2,2,0,0,2,1,1,57,23,1,0,0,40,1,5,8
2,2,0,0,1,1,1,57,24,0,0,0,52,0,2,8
2,2,0,0,2,1,1,57,23,0,0,0,0,0,1,28
2,2,0,0,2,1,1,57,24,0,0,0,0,1,1,14
2,2,0,0,2,1,1,57,23,0,0,0,0,0,1,14
2,1,2,3000,1,-1,1,57,23,0,0,0,0,0,1,0
1,1,2,2600,1,-1,1,58,27,0,0,0,0,0,0,0
2,2,0,0,1,1,1,58,25,0,0,0,0,0,1,14
1,1,2,2400,1,-1,1,58,25,0,0,0,0,1,0,0
2,2,0,0,2,1,1,58,23,0,0,0,0,0,1,14
2,2,0,0,2,1,1,58,23,0,0,0,0,1,2,14
2,2,0,0,2,1,1,58,23,0,0,0,0,1,1,14
2,2,0,0,1,1,1,58,24,0,0,0,0,1,1,2
2,2,0,0,2,1,1,58,23,0,350,0,0,1,0,2
2,2,0,0,1,1,1,58,25,0,0,0,0,0,3,14
2,2,0,0,1,1,1,58,27,0,0,0,2,0,1,14
2,2,0,0,2,1,1,58,23,0,0,0,0,0,12,14
2,2,0,0,2,1,1,58,49,0,0,0,0,0,2,14
2,2,0,0,2,6,1,59,26,0,0,0,0,0,1,14
2,2,2,2500,2,-1,1,59,24,0,0,0,0,1,1,0
2,2,0,0,1,1,1,59,25,0,0,0,0,0,1,14
2,2,0,0,2,1,1,59,23,0,0,0,0,1,1,14
2,2,0,0,2,1,1,59,24,0,0,0,0,0,0,2
2,2,0,0,2,1,1,59,30,1,600,0,0,1,1,14
2,2,0,0,2,1,1,59,25,0,0,0,0,0,1,14
2,2,0,0,2,1,1,59,25,0,0,0,0,0,1,14
2,2,0,0,1,1,1,60,24,0,0,0,0,0,1,2
2,2,0,0,1,1,1,60,25,0,0,0,0,0,2,28
2,1,2,2500,1,-1,1,60,23,0,0,0,0,0,1,0
2,2,0,0,2,1,1,60,23,0,0,0,0,0,1,2
2,2,0,0,2,1,1,60,23,0,0,0,0,0,2,2
2,2,0,0,1,1,1,60,21,0,0,0,0,0,1,14
1,1,2,2400,2,-1,1,61,23,0,0,0,0,0,0,0
2,2,0,0,2,1,1,61,24,0,700,0,0,1,1,15
2,2,0,0,2,1,1,61,23,0,0,0,0,0,0,15
2,2,0,0,2,1,1,61,22,0,0,0,0,1,1,15
2,2,0,0,2,1,1,61,25,0,0,0,4,0,2,2
2,2,0,0,2,-1,1,61,24,0,0,0,0,0,0,0
2,2,0,0,1,1,1,61,22,0,0,0,4,1,0,15
2,2,0,0,1,1,1,61,21,1,0,0,0,0,1,15
2,2,0,0,1,1,1,61,34,0,0,0,0,0,1,15
2,2,0,0,2,1,1,61,21,0,0,0,0,1,0,9
2,2,0,0,2,1,1,62,24,0,0,0,0,1,1,15
2,2,0,0,2,1,1,62,22,0,0,0,0,0,3,23
2,2,3,2000,2,-1,1,62,22,0,0,0,0,0,0,0
2,2,0,0,2,1,1,62,24,0,0,0,0,1,0,15
2,2,0,0,1,1,1,62,42,0,250,0,0,1,1,9
2,2,0,0,2,1,1,62,22,1,0,0,0,1,3,15
2,2,0,0,2,1,1,62,23,0,560,0,0,0,2,14
2,1,2,4000,2,-1,1,62,21,0,0,0,140,1,0,0
2,2,2,3000,2,-1,1,62,22,0,0,0,0,0,1,0
2,2,0,0,2,1,1,62,23,0,0,0,0,0,0,23
2,2,0,0,2,1,1,63,23,0,0,0,0,0,0,2
2,2,0,0,1,1,1,63,24,0,0,0,0,0,1,2
2,2,0,0,1,1,1,63,22,0,0,0,0,0,2,15
2,2,0,0,2,-1,1,63,22,0,0,0,0,0,0,0
2,2,0,0,2,1,1,63,24,0,0,0,0,0,0,19
2,2,0,0,1,1,1,63,22,0,0,0,160,1,0,28
2,2,0,0,2,-1,1,64,22,0,600,0,224,1,5,0
2,2,0,0,2,1,1,64,23,0,0,0,500,0,0,15
2,2,0,0,2,1,1,64,26,0,0,0,0,0,0,15
2,2,0,0,1,1,1,64,25,0,550,0,24,1,0,15
2,2,0,0,1,1,1,64,23,1,0,0,0,1,0,8
2,2,0,0,2,1,1,64,22,0,0,0,0,1,0,17
2,2,0,0,2,1,1,64,21,1,0,0,0,0,5,23
2,2,0,0,2,1,1,64,23,0,0,0,0,1,1,15
2,2,0,0,2,1,1,64,25,0,0,0,0,1,1,7
2,2,0,0,2,-1,1,64,24,0,0,0,1400,1,2,0
2,2,0,0,2,1,1,64,22,0,0,0,0,0,2,15
2,2,0,0,1,1,1,66,22,0,0,0,0,0,3,2
2,1,3,2400,2,-1,1,66,22,0,0,0,0,0,1,0
2,2,0,0,2,-1,1,66,23,0,0,0,0,1,0,0
2,2,0,0,2,1,1,66,26,0,0,0,0,0,0,2
1,1,0,1800,1,-1,1,66,25,0,0,0,0,1,0,0
2,2,0,0,2,1,1,66,23,0,0,0,0,0,4,34
2,2,0,0,2,1,1,67,21,0,0,0,0,0,0,15
2,2,0,0,1,1,1,67,22,0,0,0,0,1,1,2
2,2,0,0,2,1,1,67,22,0,0,0,0,1,1,14
2,2,0,0,1,1,1,67,24,0,0,0,0,0,0,15
2,2,0,0,1,1,1,67,28,0,710,0,0,0,10,15
2,2,0,0,2,1,1,67,27,0,0,0,0,0,1,15
1,1,2,2400,1,-1,1,67,21,0,0,0,0,1,0,0
2,2,0,0,2,1,1,67,23,0,0,0,0,0,0,2
2,2,0,0,2,1,1,67,24,1,0,0,0,0,0,15
2,2,0,0,2,1,1,68,21,1,0,0,0,0,1,17
2,2,0,0,2,1,1,68,22,0,0,0,48,1,1,17
1,1,2,2800,1,-1,1,68,21,0,0,0,0,0,0,0
2,1,2,2500,1,-1,1,68,22,0,0,0,0,0,0,0
2,2,0,0,2,1,1,68,22,0,0,0,0,0,0,23
2,1,2,3000,1,-1,1,70,24,0,0,0,0,0,1,0
2,2,0,0,1,1,1,70,25,0,690,0,0,1,0,23
2,2,0,0,1,-1,1,70,25,0,0,0,0,0,2,0
2,1,2,2000,2,-1,1,70,26,0,0,0,0,0,2,0
2,2,0,0,2,1,1,70,25,0,0,0,32,0,1,16
2,1,2,3500,2,-1,1,70,43,0,0,0,0,0,3,0
2,2,0,0,2,1,1,70,24,0,0,0,0,0,0,20
2,1,2,4000,2,-1,1,70,22,0,0,0,0,1,0,0
2,2,0,0,2,1,1,72,28,0,0,0,0,1,0,2
1,1,1,3000,1,-1,1,72,31,0,0,0,24,1,0,0
2,2,3,3500,2,-1,1,72,25,0,0,0,0,0,0,0
2,2,0,0,2,1,1,72,24,1,0,0,0,0,0,2
1,1,3,3000,2,-1,1,72,30,0,0,0,0,1,0,0
2,2,0,0,2,1,1,72,22,0,0,0,0,1,0,15
2,2,0,0,1,1,1,72,25,0,0,0,0,0,0,19
2,2,0,0,1,1,1,73,21,0,0,0,0,1,0,9
2,2,0,0,2,1,1,73,63,0,0,0,0,1,1,24
2,2,0,0,2,1,1,73,25,0,0,0,0,1,0,2
2,2,0,0,2,1,1,73,22,0,0,0,0,0,0,9
2,2,0,0,2,1,1,73,70,0,0,0,0,0,1,2
2,2,0,0,2,1,1,73,57,0,0,0,0,0,0,24
2,1,3,1200,2,-1,1,73,59,0,0,0,0,0,3,0
2,2,2,3000,1,-1,3,78,25,0,0,0,40,0,0,0
2,2,0,0,2,1,3,78,25,0,0,0,0,1,1,27
1,1,2,2400,1,-1,3,78,25,0,0,0,0,0,1,0
1,1,2,5000,2,-1,3,78,26,0,0,0,0,0,1,0
2,2,0,0,1,1,3,78,36,0,0,0,0,0,1,9
2,2,0,0,1,1,3,78,24,0,0,0,20,1,1,9
2,2,0,0,2,1,3,78,24,0,0,0,0,0,1,9
2,2,0,0,1,1,3,78,24,0,0,0,0,0,1,9
2,2,0,0,2,1,3,78,24,0,0,0,0,1,1,9
2,2,0,0,1,1,3,78,23,0,0,0,15,0,1,9
2,2,0,0,2,1,3,78,23,0,0,0,15,0,1,9
2,2,0,0,2,1,3,78,24,0,0,0,30,0,1,9
2,2,0,0,2,1,3,78,24,0,0,0,0,0,1,9
2,2,0,0,1,1,3,78,24,0,0,0,0,0,1,9
2,2,0,0,2,1,3,78,24,0,0,0,0,0,1,9
2,2,0,0,2,1,3,78,32,0,0,0,0,0,1,9
2,2,0,0,2,1,3,78,24,0,0,0,24,0,2,9
2,2,0,0,2,1,3,78,35,0,0,0,40,0,1,9
2,2,0,0,2,1,3,78,24,0,780,0,15,1,2,9
2,2,0,0,2,1,3,78,24,0,0,0,0,0,1,9
2,2,0,0,2,1,3,83,24,0,0,0,0,0,1,9
2,2,0,0,1,1,3,83,23,0,0,0,0,1,2,9
2,2,0,0,2,1,3,83,24,0,0,0,15,0,1,9
2,2,0,0,2,1,3,83,24,0,0,0,15,0,2,9
2,2,0,0,1,1,3,83,24,0,890,0,0,0,2,9
2,2,0,0,1,3,3,84,24,0,0,0,0,0,1,9
2,2,0,0,2,1,3,84,24,0,0,0,40,0,1,9
2,2,0,0,2,1,2,86,28,0,950,0,0,1,0,15
2,2,0,0,1,-1,2,86,26,0,0,0,0,1,0,0
2,2,0,0,2,1,2,86,24,0,0,0,0,0,3,2
2,2,0,0,2,1,2,86,30,0,0,0,0,0,0,2
2,2,0,0,2,1,2,86,29,0,800,0,0,0,0,9
2,2,0,0,1,-1,2,86,26,0,0,0,0,1,0,0
2,2,0,0,2,1,2,86,29,0,970,0,200,1,0,2
2,2,0,0,1,-1,2,86,26,0,855,0,0,1,0,0
2,2,0,0,2,1,2,86,25,1,705,0,0,0,0,2
2,2,0,0,2,1,2,86,28,0,0,0,0,1,0,15
2,2,0,0,2,1,2,86,27,0,930,0,0,0,0,2
1,1,2,2400,2,-1,2,86,27,0,0,0,0,0,1,0
2,2,0,0,1,-1,2,86,23,0,750,0,0,1,1,0
1,1,2,3000,1,-1,2,86,27,0,0,0,0,0,2,0
2,2,0,0,1,1,2,86,25,0,0,0,40,1,2,2
2,2,0,0,1,1,2,86,24,1,0,3,60,1,2,2
2,2,0,0,1,1,2,86,23,0,600,0,0,1,0,23
2,2,0,0,1,1,2,86,26,0,0,0,0,0,0,2
2,1,2,3000,1,-1,2,86,25,0,0,0,0,0,0,0
2,2,0,0,1,1,2,86,24,0,830,0,40,1,3,2
2,2,0,0,1,1,2,86,25,0,815,0,720,1,5,26
2,2,0,0,1,1,2,87,28,0,0,3,0,0,2,2
2,2,0,0,1,-1,2,87,24,0,885,0,0,0,2,0
2,2,0,0,2,1,2,87,25,0,0,0,10,0,1,2
2,2,0,0,2,1,2,87,26,0,0,0,0,1,0,2
2,2,0,0,1,-1,2,87,25,0,490,0,0,1,1,0
2,2,0,0,2,3,2,87,25,0,0,0,0,0,1,23
2,2,0,0,2,1,2,87,24,0,0,0,0,0,1,2
2,2,0,0,2,1,2,87,26,0,0,0,560,1,0,6
2,2,0,0,2,1,2,87,24,0,560,0,0,1,1,2
2,2,0,0,1,1,2,87,26,0,0,0,0,0,0,15
2,2,0,0,1,1,2,87,27,0,400,0,0,1,0,23
2,2,0,0,1,1,2,87,27,0,0,0,0,0,0,19
2,2,0,0,2,1,2,87,32,0,0,0,0,0,0,3
2,2,0,0,2,1,2,87,28,0,0,0,0,0,0,23
2,2,0,0,2,1,2,87,26,0,0,0,0,0,0,2
2,2,0,0,2,3,2,88,26,0,940,0,0,0,2,2
2,2,0,0,2,1,2,88,25,1,0,0,0,1,0,23
2,2,0,0,2,1,2,88,27,0,890,0,0,1,0,15
2,2,0,0,1,1,2,88,27,0,920,0,0,0,1,2
2,2,0,0,1,1,2,88,25,0,463,0,110,1,0,2
1,1,2,3000,1,-1,2,88,26,0,905,0,14,1,1,0
2,2,0,0,1,1,2,88,28,0,555,0,0,1,0,19
2,2,0,0,1,1,2,88,26,1,0,0,0,1,0,2
2,2,0,0,1,1,2,88,25,0,0,0,0,1,0,2
2,2,0,0,2,1,2,88,24,0,0,0,0,1,1,11
2,2,0,0,2,-1,2,88,23,0,0,0,0,0,2,0
2,2,0,0,2,1,2,88,24,0,0,0,0,1,1,2
1,1,2,2500,2,-1,2,88,26,0,0,0,0,0,3,0
2,2,0,0,1,1,2,88,24,0,0,0,0,1,0,2
2,2,0,0,2,1,2,88,26,0,0,0,0,1,1,2
2,2,0,0,2,1,2,88,23,0,610,0,0,0,2,2
2,2,0,0,2,1,2,89,27,0,0,0,0,0,0,3
2,2,0,0,2,1,2,89,26,0,870,0,0,1,1,2
2,2,0,0,2,-1,2,89,27,0,805,3,0,0,0,0
2,2,0,0,2,1,2,89,28,0,895,0,0,0,1,23
2,2,0,0,1,1,2,89,25,0,915,0,0,0,1,2
2,2,0,0,1,1,2,89,27,0,840,3,6,1,3,2
2,2,0,0,2,1,2,89,32,0,0,0,0,0,0,2
2,2,0,0,2,1,2,89,25,0,0,0,0,1,0,12
2,2,0,0,2,1,2,90,26,0,985,0,0,0,0,2
2,2,0,0,2,1,2,90,29,0,0,0,0,0,1,2
2,2,0,0,2,1,2,90,25,0,0,0,360,1,0,15
2,2,0,0,2,1,2,90,27,0,0,0,32,1,1,23
2,2,0,0,2,1,2,90,31,0,0,0,0,1,0,2
2,2,0,0,2,1,2,90,27,0,965,0,0,1,0,2
2,2,0,0,2,-1,2,90,26,0,930,0,0,1,0,0
2,2,2,4000,2,-1,2,90,28,0,960,0,0,0,0,0
2,2,3,3000,2,-1,2,90,27,0,0,0,0,0,0,0
2,1,2,2000,1,-1,2,90,25,0,750,0,0,0,0,0
2,2,0,0,2,1,2,90,26,0,905,0,0,1,1,2
2,2,0,0,2,1,2,90,26,0,0,0,0,0,0,2
2,2,0,0,2,1,2,90,28,0,945,0,0,1,2,2
2,2,0,0,2,1,2,90,27,0,825,0,0,1,1,9
1,2,2,2500,1,-1,2,90,24,0,0,0,0,1,1,0
2,2,0,0,1,1,2,90,25,0,830,0,0,0,1,9
2,2,0,0,2,1,2,90,23,0,840,4,0,1,2,19
2,2,0,0,1,1,2,90,25,0,0,0,16,1,0,2
2,2,0,0,2,1,2,90,28,0,0,0,0,0,0,2
2,2,0,0,1,-1,2,90,26,0,935,0,30,1,5,0
2,2,0,0,2,1,2,90,24,1,0,0,0,0,1,9
2,1,2,2400,1,-1,2,90,25,0,0,0,0,0,0,0
2,2,0,0,2,1,2,90,27,0,0,0,0,1,1,22
2,1,2,4000,2,-1,2,91,25,0,0,0,0,0,0,0
2,2,0,0,2,1,2,91,27,1,800,0,0,1,0,15
2,2,0,0,2,-1,2,91,25,0,915,0,0,0,0,9
2,2,0,0,2,1,2,91,26,0,0,0,0,0,0,2
2,2,0,0,2,1,2,91,27,0,0,0,0,0,0,2
2,2,0,0,2,-1,2,91,25,0,745,0,240,1,1,0
2,2,0,0,2,-1,2,91,26,0,675,0,0,1,0,0
2,2,0,0,2,1,2,91,26,0,615,0,0,0,0,19
2,2,0,0,2,1,2,91,27,0,0,0,0,0,1,9
2,2,0,0,2,1,2,91,29,1,855,0,300,1,0,2
2,2,0,0,2,1,2,91,33,0,0,0,8,0,0,31
2,2,0,0,1,1,2,92,27,0,0,0,0,0,0,15
2,2,0,0,2,1,2,92,26,0,940,0,0,1,3,2
2,2,0,0,1,1,2,92,27,0,0,0,0,0,1,2
2,2,0,0,1,1,2,92,29,0,0,0,0,0,4,15
2,2,0,0,2,1,2,92,24,0,812,3,20,1,0,2
1,1,2,2600,1,-1,2,92,24,0,705,3,0,1,2,0
2,2,0,0,2,1,2,93,27,0,985,2,320,1,1,3
2,2,0,0,2,1,2,93,29,0,0,0,0,1,1,15
2,2,0,0,1,3,2,93,25,0,905,0,0,1,0,15
2,2,0,0,1,-1,2,93,29,0,0,0,0,1,0,0
2,2,0,0,2,-1,2,93,26,0,785,0,0,1,0,0
2,2,0,0,1,1,2,93,25,1,765,0,0,1,1,2
2,2,0,0,2,1,2,93,28,0,0,0,0,0,0,2
2,2,0,0,2,1,2,93,28,0,0,0,0,0,0,18
2,1,3,2400,1,-1,2,93,26,0,0,0,0,0,2,0
2,2,0,0,1,-1,2,93,24,0,735,0,0,1,1,0
2,2,0,0,2,1,2,94,26,0,0,0,0,1,1,2
2,2,0,0,2,1,2,94,27,0,955,0,320,1,0,3
2,2,0,0,2,1,2,94,24,0,680,0,16,1,2,3
2,1,2,2400,2,-1,2,94,29,0,750,0,0,0,0,0
2,2,0,0,2,1,2,94,27,0,0,0,0,1,1,2
1,2,2,3000,1,-1,2,94,26,0,935,0,0,1,2,0
2,2,0,0,2,1,2,94,27,1,930,2,0,1,0,2
2,2,0,0,1,-1,2,94,26,0,885,0,0,1,0,0
2,2,0,0,2,1,2,94,24,0,915,0,0,1,0,18
2,1,2,4500,1,-1,2,94,27,0,0,0,0,1,1,0
2,2,0,0,1,1,2,94,25,1,0,0,0,0,1,2
2,2,0,0,1,1,2,94,28,0,0,0,0,0,1,19
2,2,0,0,2,1,2,95,27,0,0,0,0,0,0,3
1,1,2,3700,1,-1,2,95,28,0,0,0,0,0,0,0
2,2,0,0,2,1,2,95,26,0,850,0,0,1,1,2
2,2,0,0,1,1,2,95,25,0,930,0,0,0,0,2
2,2,0,0,2,1,2,95,24,0,0,0,0,0,0,23
1,2,2,3000,1,-1,2,95,29,0,975,0,100,1,3,0
2,2,0,0,1,-1,2,95,27,0,0,0,0,1,0,0
1,1,2,2000,1,-1,2,97,25,0,740,0,0,1,1,0
2,2,0,0,1,1,2,97,32,0,830,0,0,0,0,6
2,2,0,0,2,1,2,97,24,0,0,0,0,1,1,15
2,2,0,0,1,1,2,97,24,1,930,0,0,1,2,2
2,2,0,0,2,1,2,97,26,1,955,0,40,0,3,2
2,1,2,3000,2,-1,2,97,26,0,0,0,0,0,1,0
2,2,0,0,2,1,2,97,24,0,902,0,20,1,3,3
2,2,0,0,1,1,2,97,26,0,0,0,0,0,0,23
1,1,2,1800,2,-1,2,97,25,0,0,0,0,0,2,0
2,1,2,2000,1,-1,2,97,25,0,0,0,0,0,1,0
2,2,0,0,2,1,2,97,24,0,0,0,0,0,1,15
2,2,0,0,2,1,2,97,24,0,0,0,0,0,3,15
2,2,0,0,2,1,2,97,26,0,0,0,0,0,1,15
1,1,2,2800,1,-1,2,97,25,0,765,0,0,1,2,0
2,2,0,0,2,1,2,98,28,0,0,0,0,0,0,2
2,2,0,0,2,1,2,98,27,0,0,0,0,0,0,2
2,2,0,0,2,1,2,98,25,0,0,0,0,0,0,16
2,2,0,0,2,1,2,98,27,0,0,0,0,1,0,15
2,2,0,0,2,1,2,98,25,0,830,0,0,1,0,2
1,1,2,2400,1,-1,2,98,26,0,510,0,0,1,0,0
2,2,0,0,2,1,2,98,23,0,0,0,20,1,0,15
2,2,3,2000,2,-1,2,98,25,0,0,0,0,0,0,0
1,1,2,2500,2,-1,2,98,24,0,0,0,0,0,1,0
1,1,2,2500,2,-1,2,98,27,0,0,0,0,1,0,0
2,2,0,0,1,-1,2,98,24,0,600,0,0,1,2,0
2,2,0,0,1,1,2,98,26,0,0,0,0,1,5,2
2,2,0,0,2,1,2,98,24,0,0,0,0,0,2,11
2,2,0,0,2,3,2,98,23,0,840,0,0,0,2,8
2,2,0,0,2,1,2,98,24,1,0,0,0,1,0,15
2,2,0,0,2,1,2,98,27,0,0,0,0,0,0,2
2,2,0,0,2,1,2,98,25,0,0,0,150,0,0,15
2,2,0,0,1,1,2,98,24,0,830,3,0,1,0,2
2,2,0,0,2,1,2,99,26,0,0,0,0,1,0,2
2,2,0,0,1,1,2,99,25,0,0,0,0,0,1,2
2,1,2,3500,2,-1,2,99,26,0,0,0,0,0,0,0
2,2,0,0,2,1,2,99,25,1,0,0,0,1,0,2
2,1,1,3600,2,-1,2,99,24,0,755,0,0,0,0,0
2,2,0,0,2,1,2,99,26,0,0,0,0,1,1,11
2,2,0,0,2,1,2,99,27,0,0,0,120,1,1,6
2,2,0,0,1,1,2,99,26,0,805,0,0,1,0,4
2,2,0,0,1,1,2,99,26,1,0,0,0,0,0,2
2,2,0,0,2,1,2,99,24,0,830,0,0,1,0,13
2,2,0,0,1,1,2,99,25,0,720,0,130,0,1,2
2,2,0,0,2,1,2,99,29,0,0,0,1000,0,0,6
2,2,0,0,1,3,2,99,24,0,500,0,0,1,2,11
2,2,0,0,2,1,2,99,25,0,0,0,0,0,0,2
1,1,2,4000,2,-1,2,99,24,0,0,0,0,0,3,0
2,2,0,0,2,1,2,99,26,0,0,0,30,0,1,11
2,2,0,0,1,-1,2,99,24,0,845,0,0,0,2,0
2,2,0,0,2,1,2,99,25,0,0,0,0,0,0,16
2,2,0,0,1,1,2,99,28,0,0,0,8,0,2,2
2,2,0,0,1,-1,2,99,27,0,815,0,4,1,1,0
2,2,0,0,2,1,2,99,27,0,0,0,0,0,0,2
2,2,0,0,2,1,2,99,26,1,870,0,0,1,0,2
2,2,0,0,2,1,2,99,63,0,0,0,0,0,0,23
2,2,0,0,1,1,2,100,28,0,905,0,0,1,0,6
2,2,0,0,1,-1,2,100,28,0,925,0,0,1,3,0
2,2,0,0,1,-1,2,100,28,0,785,0,0,1,2,0
2,2,0,0,1,1,2,100,28,0,0,0,0,0,0,2
2,2,0,0,2,1,2,100,26,1,915,3,176,1,1,23
2,2,0,0,1,1,2,100,27,0,615,0,0,0,0,2
2,2,0,0,2,1,2,100,29,0,800,0,0,0,1,12
2,2,0,0,2,1,2,100,24,0,0,0,160,0,0,13
2,2,0,0,2,1,2,100,26,0,0,0,0,1,0,4
2,2,2,4000,2,-1,2,100,28,0,900,0,0,0,0,0
2,2,0,0,2,1,2,100,26,0,0,0,0,0,0,15
2,1,3,2000,2,-1,2,100,26,0,0,0,0,0,2,0
2,2,0,0,1,-1,2,100,29,0,0,0,0,0,0,0
2,2,0,0,2,1,2,100,26,0,0,0,0,0,2,3
2,2,0,0,2,1,2,100,27,0,0,0,0,0,1,2
2,2,0,0,2,1,2,100,29,0,0,0,0,0,0,19
1,1,2,2500,1,-1,2,100,29,0,610,0,0,1,2,0
2,2,0,0,1,1,2,100,26,0,0,0,0,0,2,2
2,2,0,0,1,1,2,100,26,1,800,0,0,0,0,15
2,2,0,0,1,3,2,100,26,0,810,0,0,1,0,2
2,2,0,0,2,1,2,100,26,0,0,0,0,1,2,15
2,2,0,0,2,1,2,100,24,0,642,0,80,1,0,9
2,2,0,0,1,-1,2,100,24,0,0,0,0,1,1,0
2,2,0,0,1,1,2,100,27,0,0,0,0,0,1,11
2,2,0,0,2,1,2,101,27,0,0,0,0,1,0,11
2,2,0,0,2,1,2,101,27,1,0,0,0,1,0,15
2,1,2,3600,2,-1,2,101,25,0,0,0,0,1,0,0
2,2,0,0,2,1,2,101,25,0,0,0,0,1,0,15
2,2,0,0,1,4,2,101,26,0,0,0,0,0,0,19
2,2,0,0,2,1,2,101,26,0,880,0,0,0,3,13
2,2,0,0,2,1,2,101,34,0,0,0,0,0,0,2
2,2,0,0,1,1,2,101,27,0,0,0,0,0,0,19
2,2,0,0,2,1,2,101,25,1,0,0,0,0,1,11
2,2,0,0,2,1,2,101,24,0,0,0,0,0,0,2
2,1,2,1000,2,-1,2,101,27,0,0,0,0,0,0,0
2,2,0,0,1,1,2,101,24,0,810,0,0,0,2,11
2,2,2,2500,1,-1,2,101,25,0,0,0,0,0,0,0
2,2,0,0,2,1,2,101,24,0,0,0,0,0,3,9
2,1,3,1200,2,-1,2,101,66,0,0,0,0,0,1,0
2,2,0,0,1,1,2,101,26,0,0,0,0,0,0,9
2,2,3,3000,2,-1,2,101,35,0,0,0,0,0,1,0
2,1,2,2400,2,-1,2,101,28,0,0,0,0,0,0,0
2,2,0,0,2,1,2,102,30,0,0,0,0,1,0,23
1,1,2,3000,1,-1,2,102,28,0,0,0,0,0,0,0
2,2,0,0,2,1,2,102,26,0,975,0,0,0,0,2
2,2,0,0,2,1,2,102,26,0,800,0,0,0,1,11
2,2,0,0,1,1,2,102,25,0,700,0,0,0,1,2
2,2,0,0,2,3,2,102,24,0,850,0,0,1,0,18
2,2,0,0,2,1,2,102,26,0,800,3,0,1,1,22
2,2,0,0,2,1,2,102,26,0,0,0,0,0,0,2
2,2,0,0,2,1,2,102,26,0,0,0,0,0,0,2
2,2,0,0,2,1,2,102,27,0,0,0,1084,1,1,6
2,2,0,0,2,1,2,102,25,0,0,0,0,1,0,23
2,2,0,0,2,-1,2,102,25,0,0,0,0,1,1,0
2,2,0,0,2,1,2,102,23,0,0,0,0,0,0,19
2,2,0,0,2,1,2,102,26,0,700,0,600,1,2,23
2,1,2,3500,2,-1,2,103,24,0,990,0,0,1,0,0
2,2,0,0,1,2,2,103,25,0,850,0,1000,1,0,9
2,2,0,0,1,-1,2,103,31,0,880,0,120,1,0,0
2,2,3,2000,2,-1,2,103,26,0,0,0,0,0,0,0
2,2,2,3600,2,-1,2,103,26,0,0,0,0,0,0,0
2,2,0,0,2,-1,2,103,26,0,895,3,0,1,1,0
2,1,2,3000,2,-1,2,103,26,0,0,0,0,0,1,0
2,2,0,0,1,1,2,103,28,0,750,0,0,0,0,2
2,2,0,0,2,1,2,103,24,0,700,0,24,1,1,20
2,2,0,0,2,3,2,103,24,0,0,0,0,0,1,19
1,1,2,3000,2,-1,2,103,26,0,540,0,0,1,1,0
2,2,0,0,2,1,2,103,28,0,0,0,0,0,0,15
2,1,2,2760,2,-1,2,103,27,0,0,3,0,1,0,0
2,2,0,0,2,1,2,103,25,0,0,0,0,0,0,3
2,2,0,0,1,1,2,103,26,0,0,0,200,1,4,2
2,2,0,0,2,1,2,103,27,0,0,0,1800,0,3,12
2,2,0,0,2,1,2,105,28,0,990,2,0,1,1,3
2,2,0,0,2,1,2,105,26,0,0,0,0,0,1,15
2,2,2,5000,2,-1,2,105,26,0,850,0,0,1,0,0
2,2,0,0,1,1,2,105,28,0,0,0,8,1,0,23
2,2,0,0,2,1,2,105,26,0,0,0,0,1,0,2
2,2,0,0,1,1,2,105,31,0,950,0,0,0,5,19
2,2,0,0,2,1,2,105,28,0,890,0,800,1,0,2
2,2,0,0,2,1,2,105,28,0,0,0,0,0,0,3
2,2,0,0,2,1,2,105,24,0,750,4,160,1,0,9
2,2,0,0,2,1,2,105,27,0,0,0,0,1,0,2
2,2,0,0,2,1,2,105,30,1,0,0,640,1,1,6
2,2,0,0,2,1,2,105,28,0,945,0,0,0,1,23
2,2,0,0,1,1,2,105,25,0,930,0,0,1,1,23
2,2,0,0,2,1,2,105,29,1,0,0,0,1,2,2
2,2,0,0,1,1,2,105,26,1,0,0,0,1,1,2
2,2,0,0,2,1,2,105,27,1,790,0,0,1,0,2
